time,regd,power,in1,in2,heatflow,pressure
862.529353618138,0.743892,0.749578895899012,0.328710072,0.41847,1.32213218911044,18.5247113211714
862.578350453906,0.743892,0.748624613863455,0.328710072,0.41847,1.32168970141786,18.5234772449722
862.627371376441,0.743892,0.747673796190394,0.328710072,0.41847,1.32124576516407,18.5222406610277
862.677376162875,0.743892,0.746726919501121,0.328710072,0.41847,1.32079162207224,18.5209775265877
862.729547532494,0.743892,0.745785488263578,0.328710072,0.41847,1.32031640642396,18.5196580198046
862.785977300174,0.743892,0.744846554479271,0.328710072,0.41847,1.31980083230787,18.5182291543889
862.853055534857,0.743892,0.743873978697297,0.328710072,0.41847,1.3191859449369,18.5165287228842
862.910249693806,0.743892,0.743195699505117,0.328710072,0.41847,1.31866005072237,18.5150774244695
862.967443852754,0.743892,0.7426765779976,0.328710072,0.41847,1.31813281676486,18.5136249964785
863.019489262108,0.743892,0.742353197602081,0.328710072,0.41847,1.31765201444429,18.5123024650217
863.069623234495,0.743892,0.742180277807756,0.328710072,0.41847,1.31718806834385,18.5110278313638
863.119380832339,0.743892,0.742142450413885,0.328710072,0.41847,1.31672695407834,18.5097621907647
863.169799537381,0.743892,0.742234791405126,0.328710072,0.41847,1.31625918637758,18.5084792176639
863.222019139987,0.743892,0.74245857168442,0.328710072,0.41847,1.31577430313608,18.5071499354997
863.277873182706,0.743892,0.742824496058272,0.328710072,0.41847,1.31525539740937,18.5057276599232
863.342035589722,0.743892,0.743374645180212,0.328710072,0.41847,1.31465921488242,18.5040932921534
863.402470375918,0.743892,0.743981164647886,0.328710072,0.41847,1.31409785560743,18.5025534324126
863.462905162114,0.743892,0.744630515067862,0.328710072,0.41847,1.31353695410332,18.5010132041606
863.515820075955,0.743892,0.745199398588599,0.328710072,0.41847,1.31304643593667,18.4996643640646
863.566161771963,0.743892,0.745712451901197,0.328710072,0.41847,1.31258045897581,18.4983809193361
863.615805007152,0.743892,0.746167265985738,0.328710072,0.41847,1.31212176034309,18.4971151153272
863.665791897629,0.743892,0.746552240280706,0.328710072,0.41847,1.3116608557397,18.495840401532
863.717138691972,0.743892,0.746851891325627,0.328710072,0.41847,1.31118858526906,18.4945308732117
863.771293537636,0.743892,0.747045508610017,0.328710072,0.41847,1.31069195523699,18.4931495985788
863.831327711563,0.743892,0.747099032449358,0.328710072,0.41847,1.31014339679727,18.4916182288371
863.900868373338,0.743892,0.746942347096249,0.328710072,0.41847,1.30951091315426,18.4898442103421
863.965606762733,0.743892,0.74659406815882,0.328710072,0.41847,1.30892526992871,18.4881925736035
864,0.732188,0.746337363179898,0.320915208,0.41847,1.30861548799096,18.4873150737559
864.022751401214,0.732188,0.7461433696398,0.320915208,0.41847,1.30841110753183,18.4867344847014
864.045502802428,0.732188,0.745932018192222,0.320915208,0.41847,1.3082071564911,18.4861533679085
864.071905455005,0.732188,0.745666845402695,0.320915208,0.41847,1.30797097524821,18.4854779196772
864.101160308907,0.732188,0.745349801264748,0.320915208,0.41847,1.30770983090629,18.4847278754804
864.134469471872,0.732188,0.744960300861009,0.320915208,0.41847,1.3074130699494,18.4838716403744
864.173585142954,0.732188,0.7444641357025,0.320915208,0.41847,1.30706514827949,18.4828630854916
864.218805964349,0.732188,0.743836407292647,0.320915208,0.41847,1.30666338081533,18.4816931887192
864.271226473522,0.732188,0.743032344634614,0.320915208,0.41847,1.30619782606287,18.4803321958965
864.324686698253,0.732188,0.742125455548521,0.320915208,0.41847,1.3057227819176,18.4789394313094
864.37603733416,0.732188,0.741173950896029,0.320915208,0.41847,1.30526587315041,18.4775976190598
864.426915624262,0.732188,0.740161187021575,0.320915208,0.41847,1.30481229904053,18.476264740468
